id,title,vote_average,vote_count,release_date,runtime,backdrop_path,overview,popularity,poster_path,tagline,genres,trailer_key
12445,Harry Potter and the Deathly Hallows: Part 2,8.1,19183,2011-07-12,130,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",111.0,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,It all ends here.,"Fantasy, Adventure",kwM3kN8PNOc
1738,Next,6.1,2711,2007-04-25,96,/8OAuQm5Bxg4k4HIYfmcga5rYSzU.jpg,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",110.5,/td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,"If you can see the future, you can save it.","Action, Science Fiction, Thriller",wOLv3cqeolk
966220,Sniper: The White Raven,7.7,516,2022-05-03,120,/oal5fDK90yX6b8yunj6JahBqX2J.jpg,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",110.5,/295gZzTXMvuiIG0U19h4M44PXxI.jpg,"On the battlefield, one bullet can change everything.","War, Action, Drama",cZIhRHSXtyU
427641,Rampage,6.5,6539,2018-04-11,107,/vm8mhrjk5nQ562UQ0KbUzi0yOHr.jpg,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",109.0,/MGADip4thVSErP34FAAfzFBTZ5.jpg,Big meets bigger,"Action, Adventure, Science Fiction",-nEB0oCwgxI
829560,The Next 365 Days,6.5,860,2022-08-19,112,/6cpRpfD3isvluFwXDGSiDVyibPJ.jpg,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,109.0,/6FsGeIp7heHm5eh4tIxTzHIRxmt.jpg,,"Romance, Drama",iXdw5wYI4cY
150540,Inside Out,7.9,19463,2015-06-09,95,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",107.3,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,Meet the little voices inside your head.,"Animation, Family, Adventure, Drama, Comedy",1HFv47QHWJU
646385,Scream,6.7,2739,2022-01-12,114,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",107.0,/nD4M4Bx457ryLuKYpxFwQ2IBJ5w.jpg,It's always someone you know.,"Horror, Mystery, Thriller",nRwLyKIBNU8
9479,The Nightmare Before Christmas,7.8,8484,1993-10-09,76,/xWT5F1DNxciNLEMXRl49iq8zvN7.jpg,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",106.8,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,"This is Halloween, everybody make a scene!","Fantasy, Animation, Family",IoYahD_xNR0
890771,The Black Demon,6.2,515,2023-04-26,101,/9t0tJXcOdWwwxmGTk112HGDaT0Q.jpg,"Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.",106.1,/6ecSjKSjgIULyHfrfyyg9vgAI33.jpg,Nature bites back.,"Horror, Thriller",1FRtbDz6U1Y
14836,Coraline,7.9,6950,2009-02-05,100,/8GHxjXlI5rqyTBuVNekGTPjG5T6.jpg,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",105.9,/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,Be careful what you wish for.,"Animation, Family, Fantasy",T6iQnnHNF50
138843,The Conjuring,7.5,10683,2013-07-18,112,/aQCCpAIdWAp6wyFgjMry4okwrZo.jpg,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",105.4,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,Based on the true case files of the Warrens,"Horror, Thriller",k10ETZ41q5o
445651,The Darkest Minds,7.1,2617,2018-07-25,105,/rPBeEi1tU8IhQ9rbdnlLU0d0NR.jpg,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",105.3,/8Mk1Z4RkxdsVAD2L2qcDho00zPo.jpg,The ones who changed will change everything,"Action, Adventure, Drama",L4YtUUk6lcg
436270,Black Adam,7.0,5467,2022-10-19,124,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",104.8,/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,Power born from rage.,"Action, Adventure, Science Fiction",mkomfZHG5q4
588228,The Tomorrow War,7.6,2806,2021-09-03,138,/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",103.9,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,The fight for tomorrow begins today.,"Action, Science Fiction, Adventure",RQjEbkV-9ZM
41439,Saw 3D,6.0,2664,2010-10-22,90,/xueYI4YoaXIzZ1mxZrs4FWImUCd.jpg,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",103.7,/qHCZ6LjtmqWDfXXN28TlIC9OppK.jpg,Do you want to play a final game?,"Horror, Crime",A1PxwwdEXao
214,Saw III,6.4,4010,2006-10-26,109,/qx8Pb3nVnHLBizI9792pbRN5nnm.jpg,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",103.3,/9wEGgXytb6Xy26MFtDq2rsiQBLs.jpg,Suffering? You Haven't Seen Anything Yet...,"Horror, Thriller, Crime",Whxt7ewIbGo
585083,Hotel Transylvania: Transformania,7.0,1642,2022-02-25,92,/ep1urICLqtwwV1sTPHP9WXV4Uto.jpg,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",102.4,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,Change can be scary.,"Animation, Comedy, Family, Adventure, Fantasy",6suJohjIvfo
597,Titanic,7.9,23637,1997-11-18,194,/rzdPqYx7Um4FUZeD8wpXqjAUcEm.jpg,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",102.3,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Nothing on Earth could come between them.,"Drama, Romance",oHY7D7K58BM
406563,Insidious: The Last Key,6.3,2679,2018-01-03,103,/PwI3EfasE9fVuXsmMu9ffJh0Re.jpg,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",102.1,/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg,Fear comes home.,"Horror, Mystery, Thriller",acQyrwQyCOk
619930,Narvik,6.8,304,2022-12-25,108,/ogFIG0fNXEYRQKrpnoRJcXQNX9n.jpg,"April, 1940. The eyes of the world are on Narvik, a small town in northern Norway, a source of the iron ore needed for Hitler's war machine. Through two months of fierce winter warfare, the German leader is dealt with his first defeat.",101.9,/gU4mmINWUF294Wzi8mqRvi6peMe.jpg,Hitler's First Defeat,"War, Drama, History, Action",aF2G_3jGkiM
345940,The Meg,6.3,7018,2018-08-09,113,/6bAjogOzrB9xbmIaY3BRpZZgn5Q.jpg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",101.4,/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,Pleased to eat you,"Action, Science Fiction, Horror",b_4uXy2Y1SQ
760104,X,6.8,2235,2022-03-17,106,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",101.3,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,Dying to show you a good time.,Horror,Awg3cWuHfoc
414906,The Batman,7.7,8584,2022-03-01,177,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",100.8,/74xTEgt7R36Fpooo50r9T25onhq.jpg,Unmask the truth.,"Crime, Mystery, Thriller",vc7_mH2PWHs
536554,M3GAN,7.2,3210,2022-12-28,102,/dlrWhn0G3AtxYUx2D9P2bmzcsvF.jpg,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",100.6,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,Friendship has evolved.,"Science Fiction, Horror",OoDHM_A1axc
122,The Lord of the Rings: The Return of the King,8.5,22334,2003-12-01,201,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",99.3,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,The eye of the enemy is moving.,"Adventure, Fantasy, Action",zckJCxYxn1g
399566,Godzilla vs. Kong,7.7,9080,2021-03-24,114,/inJjDhCjfhh3RtrJWBmmDqeuSYC.jpg,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",99.0,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,One Will Fall,"Action, Science Fiction, Thriller",odM92ap8_c0
921636,The Out-Laws,6.2,497,2023-07-07,95,/fjWcAbHRxCSR4kLGvsPEhNjR2ts.jpg,"A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",98.5,/5dliMQ2ODbGNoq0hlefdnuXQxMw.jpg,Meeting the in-laws has never been this dangerous.,"Romance, Action, Comedy",R8xepj9wpi4
177572,Big Hero 6,7.7,14732,2014-10-24,102,/5tub2Kw6NboWFblA1CgDEwB59jP.jpg,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",98.4,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,,"Adventure, Family, Animation, Action, Comedy",8IdMPpKMdcc
269149,Zootopia,7.7,15230,2016-02-11,109,/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",98.1,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,Welcome to the urban jungle.,"Animation, Adventure, Family, Comedy",jWM0ct-OLsM
24428,The Avengers,7.7,29166,2012-04-25,143,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",98.1,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,Some assembly required.,"Science Fiction, Action, Adventure",hIR8Ar-Z4hw
585511,Luck,7.8,1443,2022-08-05,105,/sKvQUSyqsFq8e1ts6oo3Xp3dPH2.jpg,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",97.9,/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,Sometimes all you need is for everything to go wrong.,"Animation, Adventure, Comedy, Fantasy",xSG5UX0EQVg
804150,Cocaine Bear,6.2,1449,2023-02-22,96,/a2tys4sD7xzVaogPntGsT1ypVoT.jpg,"Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",97.9,/gOnmaxHo0412UVr1QM5Nekv1xPi.jpg,Get in line.,"Thriller, Comedy, Crime",DuWEEKeJLMI
106646,The Wolf of Wall Street,8.0,22222,2013-12-25,180,/63y4XSVTZ7mRzAzkqwi3o0ajDZZ.jpg,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",97.4,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,Earn. Spend. Party.,"Crime, Drama, Comedy",Slj4-Sv-YNA
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.3,3413,2020-10-16,117,/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",96.8,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,"With your blade, bring an end to the nightmare.","Action, Animation, Adventure, Fantasy, Thriller",v30H0qj_b9E
99861,Avengers: Age of Ultron,7.3,21754,2015-04-22,141,/6YwkGolwdOMNpbTOmLjoehlVWs5.jpg,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",96.6,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,A new age has come.,"Action, Adventure, Science Fiction",JAUoeqvedMo
453395,Doctor Strange in the Multiverse of Madness,7.4,7991,2022-05-04,126,/jhXwGdyj2f5ZxCYZBKfBNcGBbWx.jpg,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",96.5,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,Enter a new dimension of Strange.,"Fantasy, Action, Adventure",Rf8LAYJSOL8
216015,Fifty Shades of Grey,5.9,11101,2015-02-11,125,/mgY8An5qVCgLh97KOWeJVJarskL.jpg,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",96.3,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,Are you curious?,"Drama, Romance, Thriller",6FDTMRK7-24
980078,Winnie the Pooh: Blood and Honey,5.5,835,2023-01-27,84,/wD2kUCX1Bb6oeIb2uz7kbdfLP6k.jpg,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",96.2,/ewF3IlGscc7FjgGEPcQvZsAsgAW.jpg,This ain't no bedtime story.,"Horror, Thriller",dcpcwARBMJ4
646389,Plane,7.0,1753,2023-01-12,107,/9Rq14Eyrf7Tu1xk0Pl7VcNbNh1n.jpg,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",95.2,/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg,Survive together or die alone.,"Action, Adventure, Thriller",7-6_Ulo7mdk
73723,The Lorax,6.5,3213,2012-03-01,86,/sWulI556AJZ1DAQnxyAvnAAY6nd.jpg,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",94.8,/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,Meet the original force of nature.,"Animation, Family",XbGnmKPSq9k
9552,The Exorcist,7.7,7247,1973-12-26,122,/huC0x1don81NMreSGx4ITkrv9aG.jpg,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",94.7,/4ucLGcXVVSVnsfkGtbLY4XAius8.jpg,"Something almost beyond comprehension is happening to a girl on this street, in this house… and a man has been sent for as a last resort. This man is The Exorcist.",Horror,BU2eYAO31Cc
808,Shrek,7.7,15765,2001-05-18,90,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",94.5,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,The greatest fairy tale never told.,"Animation, Comedy, Fantasy, Adventure, Family",ppDwfm6e498
249397,Nymphomaniac: Vol. II,6.8,2675,2013-12-25,124,/8qkDwjTFoLAwmYh2J9HMeIDRlxd.jpg,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,94.1,/fYLbO4UpumgNHVnsyDQkXG87Q1k.jpg,Forget About Love,"Drama, Mystery",zu82Gs-nMsw
122917,The Hobbit: The Battle of the Five Armies,7.3,13301,2014-12-10,144,/bVmSXNgH1gpHYTDyF9Q826YwJT5.jpg,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",94.0,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,Witness the defining chapter of the Middle-Earth saga,"Action, Adventure, Fantasy",Y6Fv5StfAxA
337167,Fifty Shades Freed,6.7,7511,2018-01-17,105,/9ywA15OAiwjSTvg3cBs9B7kOCBF.jpg,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",93.4,/9ZedQHPQVveaIYmDSTazhT3y273.jpg,Don't Miss the Climax,"Drama, Romance",nJCc5HRPxYA
508947,Turning Red,7.4,4484,2022-03-10,100,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",93.2,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,Growing up is a beast.,"Animation, Family, Comedy, Fantasy",XdKzUbAiswE
663,Saw IV,6.2,3349,2007-10-25,93,/yi0tfJBw9icvlWTXvjLqpEeSTia.jpg,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",93.0,/e3pLI0qN1AKGHwOcMuwTpyI2SLN.jpg,You think it is over... but the games have just begun.,"Horror, Thriller, Crime",OxwdZMMymqY
13,Forrest Gump,8.5,25409,1994-06-23,142,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",92.7,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,The world will never be the same once you've seen it through the eyes of Forrest Gump.,"Comedy, Drama, Romance",Mj9IA9tTfio
126889,Alien: Covenant,6.1,7822,2017-05-09,122,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",92.5,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,The path to paradise begins in hell.,"Science Fiction, Horror, Mystery",svnAD0TApb8
829557,365 Days: This Day,5.8,1207,2022-04-27,111,/zBG5Mg29NH9xxpWMMG7BIvKwYhL.jpg,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",91.9,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,Oh Yes.,"Romance, Drama",pyM3z73oMAk
299534,Avengers: Endgame,8.3,23857,2019-04-24,181,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",91.8,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,Avenge the fallen.,"Adventure, Science Fiction, Action",L2NAh3CIdig
141052,Justice League,6.1,12263,2017-11-15,120,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",91.1,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,You can't save the world alone,"Action, Adventure, Science Fiction",PXrgvNXfN7M
14160,Up,7.9,18857,2009-05-28,96,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",91.0,/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,The greatest adventure is just getting back home.,"Animation, Comedy, Family, Adventure",Ajcdb4FAL7A
930094,"Red, White & Royal Blue",8.2,805,2023-07-27,121,/csz3oWxd04wgXUzenXgenIVwXGl.jpg,"After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",90.6,/uffOY4W354o9RTRmercFyVvl56Z.jpg,Love who you want. It's good foreign policy.,"Comedy, Romance",pt56IC8gDZ4
228150,Fury,7.5,11021,2014-10-15,135,/kdbLf3aTQsEXqYlH9vA4fzmnSFz.jpg,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",90.4,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,War never ends quietly.,"War, Drama, Action",09w9MTtZDEM
580489,Venom: Let There Be Carnage,6.8,9182,2021-09-30,97,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",90.0,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,The universe needs Venom.,"Science Fiction, Action, Adventure",GVwq2HlKYpE
566525,Shang-Chi and the Legend of the Ten Rings,7.6,8481,2021-09-01,132,/rAksPS6LjBONzY84szQBz5gGej6.jpg,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,89.8,/9f2Q0U3IOsLgrI2HkvldwSABZy5.jpg,You can't outrun your destiny.,"Action, Adventure, Fantasy",8YjFbMbfXaQ
27578,The Expendables,6.2,7225,2010-08-03,103,/eRvo5lY5SRsm163Csqtd7lRxaAE.jpg,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",89.7,/j09ZkH6R4JWVylBcDai1laCmGw7.jpg,Choose your weapon.,"Thriller, Adventure, Action",G_OQpXk8vAQ
181812,Star Wars: The Rise of Skywalker,6.4,9047,2019-12-18,142,/jOzrELAzFxtMx2I4uDGHOotdfsS.jpg,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",89.7,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,Every generation has a legend,"Adventure, Action, Science Fiction",8Qn_spdM5Zg
